Transmitter_Adress,Channel,PHY,Frame_Type,Frame_Subtype
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
8c:04:ff:14:cf:cc,1,4,0,5
8e:04:ff:14:cf:ce,1,4,0,5
34:64:a9:3f:71:56,1,4,0,5
28:ff:3e:39:3d:e0,4,4,0,8
ac:22:05:a4:84:80,5,4,0,8
ac:22:05:a4:84:80,6,4,0,5
ac:22:05:a4:84:80,6,4,0,5
ac:22:05:a4:84:80,6,4,0,5
ac:22:05:5f:64:fc,6,4,0,8
ae:22:15:5f:64:fc,6,4,0,8
fa:8f:ca:63:c5:f7,6,4,0,8
00:4a:77:59:ca:bd,7,4,0,5
00:4a:77:59:ca:bd,8,4,0,5
1c:3a:de:ed:32:17,9,4,0,8
54:25:ea:c6:38:60,10,4,0,5
8c:04:ff:13:44:34,11,4,0,8
90:5c:44:49:f7:31,11,4,0,8
54:67:51:b7:d1:79,11,4,0,8
00:4a:77:59:ca:be,52,5,0,8
00:4a:77:59:ca:be,52,5,0,5
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,12
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
28:ff:3e:2f:f4:22,4,4,0,8
e4:fb:5d:13:80:88,5,4,0,8
5c:a3:9d:c7:85:c8,6,4,0,8
00:4a:77:59:ca:bd,7,4,0,5
00:4a:77:59:ca:bd,8,4,0,5
54:25:ea:c6:38:60,10,4,0,5
4c:09:d4:6a:54:f7,10,4,0,8
4c:09:d4:33:aa:68,13,4,0,8
4c:09:d4:33:aa:69,13,4,0,8
1c:3a:de:84:b8:6e,13,4,0,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:be,52,5,0,8
00:4a:77:59:ca:be,52,5,0,5
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,12
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,0,8
8c:04:ff:14:cf:cc,1,4,0,5
8c:04:ff:14:cf:cc,1,4,0,5
8e:04:ff:14:cf:ce,1,4,0,5
56:67:11:45:60:4b,1,4,0,5
ac:22:05:a4:84:80,6,4,0,5
ac:22:05:a4:84:80,6,4,0,5
ac:22:05:a4:84:80,6,4,0,5
ac:22:05:76:45:d0,6,4,0,8
ae:22:15:76:45:d0,6,4,0,8
00:4a:77:59:ca:bd,7,4,0,5
00:4a:77:59:ca:bd,8,4,0,5
54:25:ea:c6:38:60,10,4,0,5
54:25:ea:c6:38:60,10,4,0,8
54:67:51:b7:d1:79,11,4,0,5
54:67:51:b7:d1:79,11,4,0,5
56:67:11:b7:d1:79,11,4,0,5
56:67:11:b7:d1:79,11,4,0,5
56:67:11:b7:d1:79,11,4,0,5
4c:09:d4:33:aa:68,13,4,0,8
4c:09:d4:33:aa:69,13,4,0,8
1c:3a:de:84:b8:6e,13,4,0,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:be,52,5,0,8
00:4a:77:59:ca:be,52,5,0,5
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,12
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,4,0,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,4,2,0
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
00:4a:77:59:ca:bd,8,7,2,8
